,COMPILED BY @PATRICKJFL,,,,,,,,,,,,,,,,,,,
113,Simon Fell,,Conservative,Barrow and Furness,Sunak,https://twitter.com/simonfell/status/1583183377842085888?s=20&t=igf8HbFnCZpcRgUX2rlq9w,Sunak,Tugendhat,-,2019,No,Leave,,Lib Left,Yes,,13%,57%,Mid Leave,
250,James Morris,,Conservative,Halesowen and Rowley Regis,Sunak,https://twitter.com/JamesMorris/status/1583188328660471808,Sunak,Sunak,Hunt,2010,Yes,Remain,Yes,Auth Right,,,29%,67%,Heavy Leave,
346,Helen Whately,,Conservative,Faversham and Mid Kent,Sunak,https://twitter.com/Helen_Whately/status/1583190159218315264,Sunak,Sunak,Hunt,2015,Yes,Remain,,Auth Right,,,44%,59%,Mid Leave,
135,Robert Goodwill,,Conservative,Scarborough and Whitby,Sunak,https://order-order.com/2022/10/20/whos-backing-who-the-spreadsheet-returns/?fbclid=IwAR0IOMSIhqsvGvLx5cjIxkAWmgyKJfIyGNteh9F1NM0KlKF-3FmuLwTgtGs,Sunak,Sunak,Hunt,2005,No,Remain,,Auth Right,,,21%,61%,Mid Leave,
88,Jonathan Djanogly,,Conservative,Huntingdon,Sunak,https://twitter.com/JDjanogly/status/1583208461755506688?s=20&t=pR4edC53H-opGwTjI6jzWg,Sunak,Hunt,Hancock,2001,No,Remain,Yes,Lib Left,,,33%,54%,Soft Leave,
274,Victoria Prentis,,Conservative,Banbury,Sunak,https://twitter.com/VictoriaPrentis/status/1583201922525278208?s=20&t=YXT-HKXsrToP7aC9fyQxgw,Sunak,Sunak,Stewart,2015,Yes,Remain,,Lib Right,,,27%,50%,Soft Leave,
44,Anthony Browne,,Conservative,South Cambridgeshire,Sunak,https://order-order.com/2022/10/20/whos-backing-who-the-spreadsheet-returns/?fbclid=IwAR0IOMSIhqsvGvLx5cjIxkAWmgyKJfIyGNteh9F1NM0KlKF-3FmuLwTgtGs,Sunak,Sunak,-,2019,No,Remain,,Lib Right,,Yes,4%,39%,Remain,
129,Mark Garnier,,Conservative,Wyre Forest,Sunak,https://order-order.com/2022/10/20/whos-backing-who-the-spreadsheet-returns/?fbclid=IwAR0IOMSIhqsvGvLx5cjIxkAWmgyKJfIyGNteh9F1NM0KlKF-3FmuLwTgtGs,Sunak,Sunak,Hunt,2010,No,Remain,,Lib Right,,,42%,63%,Heavy Leave,
137,Richard Graham,,Conservative,Gloucester,Sunak,https://order-order.com/2022/10/20/whos-backing-who-the-spreadsheet-returns/?fbclid=IwAR0IOMSIhqsvGvLx5cjIxkAWmgyKJfIyGNteh9F1NM0KlKF-3FmuLwTgtGs,Sunak,Sunak,Hunt,2010,No,Remain,,Lib Right,,,19%,59%,Mid Leave,
317,Mel Stride,,Conservative,Central Devon,Sunak,https://twitter.com/MelJStride/status/1583226821943824384,Sunak,Sunak,Gove,2010,No,Remain,,Lib Right,,,31%,51%,Soft Leave,
340,Robin Walker,,Conservative,Worcester,Sunak,https://twitter.com/WalkerWorcester/status/1583337140687368192?s=20&t=VN1PLJU33AypUeFiIyKxrQ,Sunak,Javid,Javid,2010,Yes,Remain,,Lib Right,,,13%,54%,Soft Leave,
18,Siobhan Baillie,,Conservative,Stroud,Sunak,https://twitter.com/Siobhan_Baillie/status/1583346465820528640?s=20&t=VN1PLJU33AypUeFiIyKxrQ,Sunak,Sunak,-,2019,No,Remain,,Lib Left,Yes,,6%,46%,Remain,
73,Claire Coutinho,,Conservative,East Surrey,Sunak,https://twitter.com/ClaireCoutinho/status/1583349638060335104?s=20&t=1oJUo5jp2WcUywWc6Sl2Rg,Sunak,Sunak,-,2019,No,?,,Lib Right,,Yes,40%,54%,Soft Leave,
164,Damian Hinds,,Conservative,East Hampshire,Sunak,https://twitter.com/DamianHinds/status/1583356063163723776,Sunak,Sunak,Gove,2010,Yes,Remain,,Lib Right,,Yes,35%,49%,Remain,
185,Robert Jenrick,,Conservative,Newark,Sunak,https://twitter.com/RobertJenrick/status/1583353441434206208?s=20&t=VN1PLJU33AypUeFiIyKxrQ,Sunak,Sunak,Johnson,2014,Yes,Remain,,Lib Right,,,40%,56%,Soft Leave,
265,Guy Opperman,,Conservative,Hexham,Sunak,https://twitter.com/GuyOpperman/status/1583351417611636737?s=20&t=VN1PLJU33AypUeFiIyKxrQ,Sunak,Sunak,Gove,2010,Yes,Remain,,Lib Right,,,23%,45%,Remain,
58,Rehman Chishti,,Conservative,Gillingham and Rainham,Sunak,https://twitter.com/Rehman_Chishti/status/1583359006243897344?s=20&t=1oJUo5jp2WcUywWc6Sl2Rg,Sunak,Tugendhat,Raab,2010,No,Leave,,Auth Left,,,33%,64%,Heavy Leave,
139,James Gray,,Conservative,North Wiltshire,Sunak,https://order-order.com/2022/10/21/whos-backing-who-the-spreadsheet-returns/,Mordaunt,Mordaunt,-,1997,No,Leave,,Auth Left,,Yes,32%,50%,Soft Leave,
41,Steve Brine,,Conservative,Winchester,Sunak,https://order-order.com/2022/10/21/whos-backing-who-the-spreadsheet-returns/,Sunak,Hunt,Hunt,2010,No,Remain,,Lib Left,,Yes,2%,40%,Remain,
80,Gareth Davies,,Conservative,Grantham and Stamford,Sunak,https://order-order.com/2022/10/21/whos-backing-who-the-spreadsheet-returns/,Sunak,Sunak,-,2019,No,?,,Auth Right,,,46%,61%,Mid Leave,
79,David Davies,,Conservative,Monmouth,Sunak,https://order-order.com/2022/10/21/whos-backing-who-the-spreadsheet-returns/,Truss,Truss,Raab,2005,No,Leave,,Auth Right,,,20%,48%,Remain,
102,Ruth Edwards,,Conservative,Rushcliffe,Sunak,https://order-order.com/2022/10/21/whos-backing-who-the-spreadsheet-returns/,Sunak,Sunak,-,2019,No,?,,Lib Right,,,13%,42%,Remain,
323,Robert Syms,,Conservative,Poole,Sunak,https://twitter.com/RobertSyms/status/1583394962548219904?s=20&t=OaN-8MEDoOFUMPzSaHMfRw,Sunak,Tugendhat,Raab,1997,No,Leave,,Auth Left,,,38%,57%,Mid Leave,
24,Simon Baynes,,Conservative,Clwyd South,Sunak,https://twitter.com/baynes_simon/status/1583399267367940096?s=20&t=OaN-8MEDoOFUMPzSaHMfRw,Sunak,Sunak,-,2019,No,Leave,,Lib Left,Yes,,3%,60%,Mid Leave,
353,Gavin Williamson,,Conservative,South Staffordshire,Sunak,https://twitter.com/GavinWilliamson/status/1583402377373450240?s=20&t=OaN-8MEDoOFUMPzSaHMfRw,Sunak,Sunak,Johnson,2010,Yes,Remain,,Auth Right,,,56%,65%,Heavy Leave,
120,Liam Fox,,Conservative,North Somerset,Sunak,https://twitter.com/LiamFox/status/1583405292238561281?s=20&t=XifhYyMnyONd1-lpd5xk3Q,Sunak,Sunak,Hunt,1992,No,Leave,Yes,Auth Left,,,28%,48%,Remain,
152,Mark Harper,,Conservative,Forest of Dean,Sunak,https://twitter.com/Mark_J_Harper/status/1583413608398336001,Sunak,Sunak,Harper,2005,No,Remain,,Auth Left,,,31%,58%,Mid Leave,
147,Robert Halfon,,Conservative,Harlow,Sunak,https://twitter.com/halfon4harlowMP/status/1583419512833314816,Sunak,Javid,Javid,2010,No,Remain,,Auth Left,,,32%,68%,Heavy Leave,
23,John Baron,,Conservative,Basildon and Billericay,Sunak,https://twitter.com/MattLeeJourno/status/1583435265674473474,Mordaunt,Mordaunt,Raab,2001,No,Leave,,Lib Left,,,46%,67%,Heavy Leave,
354,Mike Wood,,Conservative,Dudley South,Sunak,https://twitter.com/glabsandra/status/1583141000087621632,Sunak,Javid,Javid,2015,No,Leave,Yes,Auth Right,,,43%,70%,Heavy Leave,
106,George Eustice,,Conservative,Camborne and Redruth,Sunak,https://twitter.com/MattChorley/status/1583416903195713536,Sunak,Shapps,Gove,2010,Yes,Leave,,Auth Right,,,17%,58%,Mid Leave,
190,Andrew Jones,,Conservative,Harrogate and Knaresborough,Sunak,https://order-order.com/2022/10/21/whos-backing-who-rishi-levels-up-to-boris/,Sunak,Sunak,Hunt,2010,No,Remain,,Lib Right,,Yes,17%,47%,Remain,
259,Bob Neill,,Conservative,Bromley and Chislehurst,Sunak,https://twitter.com/neill_bob/status/1583413990348099584,Sunak,Sunak,Gove,2006,No,Remain,,Lib Left,,,24%,50%,Remain,
319,Julian Sturdy,,Conservative,York Outer,Sunak,https://twitter.com/JulianSturdy/status/1583440519543554054?s=20&t=XifhYyMnyONd1-lpd5xk3Q,Sunak,Sunak,Johnson,2010,No,Leave,,Lib Left,,,18%,45%,Remain,
149,Stephen Hammond,,Conservative,Wimbledon,Sunak,https://order-order.com/2022/10/21/whos-backing-who-rishi-levels-up-to-boris/,Sunak,Tugendhat,Hancock,2005,No,Remain,,Lib Left,,Yes,1%,29%,Remain,
61,Greg Clark,,Conservative,Tunbridge Wells,Sunak,https://twitter.com/GregClarkMP/status/1583431549038383104,-,-,Hunt,2005,Yes,Remain,,Lib Left,,Yes,27%,45%,Remain,
356,Jeremy Wright,,Conservative,Kenilworth and Southam,,,Mordaunt,Javid,Javid,2005,No,Remain,,Auth Left,,Yes,39%,46%,Remain,
5,Peter Aldous,,Conservative,Waveney,,,Mordaunt,Mordaunt,Gove,2010,No,Remain,,Auth Left,,,35%,63%,Heavy Leave,
12,Sarah Atherton,,Conservative,Wrexham,,,Mordaunt,Mordaunt,-,2019,No,?,,Lib Right,Yes,,6%,58%,Mid Leave,
19,Duncan Baker,,Conservative,North Norfolk,,,Mordaunt,Mordaunt,-,2019,No,?,,Auth Right,,Yes,28%,58%,Mid Leave,
63,Theo Clarke,,Conservative,Stafford,,,Mordaunt,Mordaunt,-,2019,No,?,,Lib Right,,,28%,58%,Mid Leave,
71,Alberto Costa,,Conservative,South Leicestershire,,,Mordaunt,Mordaunt,Gove,2015,No,Remain,,Lib Right,,,42%,58%,Mid Leave,
82,Mims Davies,,Conservative,Mid Sussex,,,Mordaunt,Mordaunt,Javid,2015,Yes,Leave,,Lib Right,,Yes,29%,46%,Remain,
84,David Davis,,Conservative,Haltemprice and Howden,,,Mordaunt,Mordaunt,Raab,1987,No,Leave,Yes,Lib Left,,,41%,55%,Soft Leave,
105,Natalie Elphicke,,Conservative,Dover,,,Mordaunt,Mordaunt,-,2019,No,?,,Auth Right,,,24%,63%,Heavy Leave,
107,Luke Evans,,Conservative,Bosworth,,,Mordaunt,Mordaunt,-,2019,No,Leave,,Auth Right,,,47%,61%,Mid Leave,
128,Roger Gale,,Conservative,North Thanet,,,Mordaunt,Mordaunt,Hunt,1983,No,Remain,,Auth Left,,,36%,65%,Heavy Leave,
144,Kate Kniveton,,Conservative,Burton,,,Mordaunt,Mordaunt,-,2019,No,Undisc.,,Lib Right,,,30%,65%,Heavy Leave,
161,Gordon Henderson,,Conservative,Sittingbourne and Sheppey,,,Mordaunt,Mordaunt,-,2010,No,Leave,,Auth Left,,,48%,65%,Heavy Leave,
163,Antony Higginbotham,,Conservative,Burnley,,,Mordaunt,Mordaunt,-,2019,No,?,,Lib Right,Yes,,3%,67%,Heavy Leave,
196,Alicia Kearns,,Conservative,Rutland and Melton,,,Mordaunt,Mordaunt,-,2019,No,Leave,,Lib Right,,,46%,54%,Soft Leave,
219,Tim Loughton,,Conservative,East Worthing and Shoreham,,,Mordaunt,Mordaunt,Leadsom,1997,No,Leave,,Lib Left,,,14%,54%,Soft Leave,
229,Jerome Mayhew,,Conservative,Broadland,,,Mordaunt,Mordaunt,-,2019,No,?,,Lib Right,,,38%,54%,Soft Leave,
238,Stephen Metcalfe,,Conservative,South Basildon and East Thurrock,,,Mordaunt,Mordaunt,Cleverly,2010,No,Leave,,Auth Right,,,44%,73%,Heavy Leave,
261,Caroline Nokes,,Conservative,Romsey and Southampton North,,,Mordaunt,Mordaunt,Javid,2010,No,Remain,,Lib Left,,Yes,21%,46%,Remain,
268,Mike Penning,,Conservative,Hemel Hempstead,,,Mordaunt,Mordaunt,Johnson,2005,No,Leave,,Auth Left,,,28%,56%,Soft Leave,
292,Gary Sambrook,,Conservative,Birmingham Northfield,,,Mordaunt,Mordaunt,-,2019,No,Leave,,Auth Right,Yes,,4%,62%,Mid Leave,
314,Bob Stewart,,Conservative,Beckenham,,,Mordaunt,Mordaunt,Johnson,2010,No,Leave,,Auth Left,,,28%,47%,Remain,
321,James Sunderland,,Conservative,Bracknell,,,Mordaunt,Mordaunt,-,2019,No,?,,Auth Right,,,36%,53%,Soft Leave,
339,Charles Walker,,Conservative,Broxbourne,,,Mordaunt,Mordaunt,-,2005,No,Leave,,Lib Left,,,42%,66%,Heavy Leave,
342,Jamie Wallis,,Conservative,Bridgend,,,Mordaunt,Mordaunt,-,2019,No,?,,Lib Right,Yes,,3%,50%,Soft Leave,
247,Penny Mordaunt,,Conservative,Portsmouth North,,,Mordaunt,Mordaunt,Hunt,2010,Yes,Leave,Yes,Lib Right,,,34%,64%,Heavy Leave,
142,Damian Green,,Conservative,Ashford,,,Mordaunt,Tugendhat,Hancock,1997,No,Remain,,Lib Left,,,40%,60%,Mid Leave,
39,Jack Brereton,,Conservative,Stoke-on-Trent South,,,Mordaunt,Zahawi,Gove,2017,No,Leave,,Lib Right,Yes,,28%,71%,Heavy Leave,
90,Michelle Donelan,,Conservative,Chippenham,,,Mordaunt,Zahawi,-,2015,Yes,Remain,,Auth Right,,Yes,20%,52%,Soft Leave,
104,Tobias Ellwood,,Conservative,Bournemouth East,,,Mordaunt,Zahawi,Hancock,2005,No,Remain,,Lib Left,,,18%,54%,Soft Leave,
136,Michael Gove,,Conservative,Surrey Heath,,,Sunak,Badenoch,Gove,2005,Yes,Leave,Yes,Lib Left,,Yes,31%,52%,Soft Leave,
280,Tom Randall,,Conservative,Gedling,,,Sunak,Badenoch,-,2019,No,?,,Auth Right,Yes,,1%,56%,Mid Leave,
322,Desmond Swayne,,Conservative,New Forest West,,,Sunak,Braverman,Johnson,1997,No,Leave,Yes,Auth Left,,Yes,49%,55%,Soft Leave,
27,Paul Beresford,,Conservative,Mole Valley,,,Sunak,Hunt,Johnson,1992,No,Remain,,Auth Right,,Yes,21%,47%,Remain,
83,Philip Davies,,Conservative,Shipley,,,Sunak,Hunt,McVey,2005,No,Leave,,Auth Left,,,12%,52%,Soft Leave,
100,Philip Dunne,,Conservative,Ludlow,,,Sunak,Hunt,Hunt,2005,No,Remain,,Lib Left,,Yes,47%,58%,Mid Leave,
177,Jeremy Hunt,,Conservative,South West Surrey,,,Sunak,Hunt,Hunt,2005,No,Remain,,Lib Left,,Yes,15%,41%,Remain,
243,Andrew Mitchell,,Conservative,Sutton Coldfield,,,Sunak,Hunt,Johnson,2001,No,Remain,,Lib Left,,,37%,52%,Soft Leave,
272,Daniel Poulter,,Conservative,Central Suffolk and North Ipswich,,,Sunak,Hunt,-,2010,No,Remain,,Lib Left,,,42%,55%,Soft Leave,
297,Grant Shapps,,Conservative,Welwyn Hatfield,,,Sunak,Shapps,Johnson,2005,Yes,Remain,,Lib Left,,,21%,53%,Soft Leave,
9,Stuart Andrew,,Conservative,Pudsey,,,Sunak,Sunak,Johnson,2010,Yes,Leave,,Lib Right,,,6%,49%,Remain,
13,Victoria Atkins,,Conservative,Louth and Horncastle,,,Sunak,Sunak,Javid,2015,Yes,Remain,,Lib Right,,,55%,69%,Heavy Leave,
22,Steve Barclay,,Conservative,North East Cambridgeshire,,,Sunak,Sunak,Johnson,2010,Yes,Leave,,Auth Left,,,57%,69%,Heavy Leave,
40,Andrew Bridgen,,Conservative,North West Leicestershire,,,Sunak,Sunak,Johnson,2010,No,Leave,Yes,Auth Left,,,38%,61%,Mid Leave,
47,Robert Buckland,,Conservative,South Swindon,,,Sunak,Sunak,Johnson,2010,Yes,Remain,,Lib Left,,,13%,52%,Soft Leave,
51,Alun Cairns,,Conservative,Vale of Glamorgan,,,Sunak,Sunak,Johnson,2010,No,Remain,,Auth Right,,,6%,53%,Soft Leave,
67,Geoffrey Clifton-Brown,,Conservative,The Cotswolds,,,Sunak,Sunak,-,1992,No,Leave,,Auth Left,,Yes,33%,48%,Remain,
74,Geoffrey Cox,,Conservative,Torridge and West Devon,,,Sunak,Sunak,Johnson,2005,Yes,Leave,,Auth Left,,Yes,42%,57%,Mid Leave,
75,Stephen Crabb,,Conservative,Preseli Pembrokeshire,,,Sunak,Sunak,Hunt,2005,No,Remain,,Lib Left,,,12%,55%,Soft Leave,
93,Oliver Dowden,,Conservative,Hertsmere,,,Sunak,Sunak,Johnson,2015,Yes,Remain,,Lib Right,,,41%,51%,Soft Leave,
96,Flick Drummond,,Conservative,Meon Valley,,,Sunak,Sunak,-,2019,No,Remain,,Auth Right,,Yes,42%,52%,Soft Leave,
103,Michael Ellis,,Conservative,Northampton North,,,Sunak,Sunak,Johnson,2010,Yes,Remain,,Lib Right,,,14%,60%,Mid Leave,
122,Lucy Frazer,,Conservative,South East Cambridgeshire,,,Sunak,Sunak,Johnson,2015,Yes,Remain,,Lib Right,,Yes,18%,45%,Remain,
125,Louie French,,Conservative,Old Bexley and Sidcup,,,Sunak,Sunak,-,2021,No,?,,Lib Right,,,41%,62%,Heavy Leave,
126,Richard Fuller,,Conservative,North East Bedfordshire,,,Sunak,Sunak,-,2019,No,Leave,,Auth Left,,,37%,53%,Soft Leave,
132,Peter Gibson,,Conservative,Darlington,,,Sunak,Sunak,Johnson,2019,No,?,,Lib Left,Yes,,8%,58%,Mid Leave,
143,Andrew Griffith,,Conservative,Arundel and South Downs,,,Sunak,Sunak,Johnson,2019,No,?,,Auth Right,,Yes,37%,50%,Remain,
148,Luke Hall,,Conservative,Thornbury and Yate,,,Sunak,Sunak,Harper,2015,Yes,Remain,,Lib Right,,Yes,24%,52%,Soft Leave,
150,Matthew Hancock,,Conservative,West Suffolk,,,Sunak,Sunak,Hancock,2010,Yes,Remain,,Lib Right,,,45%,63%,Heavy Leave,
151,Greg Hands,,Conservative,Chelsea and Fulham,,,Sunak,Sunak,Hunt,2005,Yes,Remain,,Auth Left,,Yes,24%,29%,Remain,
155,Sally-Ann Hart,,Conservative,Hastings and Rye,,,Sunak,Sunak,-,2019,No,?,,Auth Right,,,7%,56%,Soft Leave,
171,John Howell,,Conservative,Henley,,,Sunak,Sunak,Hunt,2008,No,Remain,,Lib Right,,Yes,24%,43%,Remain,
172,Paul Howell,,Conservative,Sedgefield,,,Sunak,Sunak,-,2019,No,?,,Auth Right,Yes,,11%,59%,Mid Leave,
173,Nigel Huddleston,,Conservative,Mid Worcestershire,,,Sunak,Sunak,Javid,2015,Yes,Remain,,Lib Right,,,50%,59%,Mid Leave,
197,Gillian Keegan,,Conservative,Chichester,,,Sunak,Sunak,Stewart,2017,Yes,Remain,,Lib Right,,Yes,35%,51%,Soft Leave,
198,Greg Knight,,Conservative,East Yorkshire,,,Sunak,Sunak,Johnson,2001,No,Leave,,Auth Left,,,43%,64%,Heavy Leave,
218,Jonathan Lord,,Conservative,Woking,,,Sunak,Sunak,Raab,2010,No,Leave,,Auth Left,,Yes,18%,44%,Remain,
223,Alan Mak,,Conservative,Havant,,,Sunak,Sunak,Hunt,2015,No,Remain,,Lib Right,,,47%,63%,Heavy Leave,
235,Mark Menzies,,Conservative,Fylde,,,Sunak,Sunak,Gove,2010,No,Remain,,Auth Right,,,36%,57%,Mid Leave,
273,Rebecca Pow,,Conservative,Taunton Deane,,,Sunak,Sunak,Johnson,2015,Yes,Remain,,Lib Right,,Yes,18%,53%,Soft Leave,
277,Jeremy Quin,,Conservative,Horsham,,,Sunak,Sunak,-,2015,Yes,Remain,,Auth Left,,Yes,33%,50%,Remain,
278,Will Quince,,Conservative,Colchester,,,Sunak,Sunak,Hunt,2015,Yes,Leave,,Lib Right,,,18%,52%,Soft Leave,
291,David Rutley,,Conservative,Macclesfield,,,Sunak,Sunak,-,2010,Yes,Remain,,Auth Right,,,20%,47%,Remain,
293,Selaine Saxby,,Conservative,North Devon,,,Sunak,Sunak,-,2019,No,Leave,,Lib Left,,Yes,27%,57%,Mid Leave,
296,Andrew Selous,,Conservative,South West Bedfordshire,,,Sunak,Sunak,Javid,2001,No,Remain,,Auth Right,,,35%,58%,Mid Leave,
300,David Simmonds,,Conservative,"Ruislip, Northwood and Pinner",,,Sunak,Sunak,-,2019,No,?,Yes,Lib Left,,,31%,50%,Remain,
301,Chris Skidmore,,Conservative,Kingswood,,,Sunak,Sunak,Javid,2010,Yes,Remain,,Lib Left,,,23%,57%,Mid Leave,
305,Julian Smith,,Conservative,Skipton and Ripon,,,Sunak,Sunak,-,2010,Yes,Remain,,Lib Right,,,40%,53%,Soft Leave,
309,Mark Spencer,,Conservative,Sherwood,,,Sunak,Sunak,-,2010,Yes,Remain,,Lib Right,,,31%,64%,Heavy Leave,
320,Rishi Sunak,,Conservative,Richmond (Yorks),,,Sunak,Sunak,Johnson,2015,Yes,Leave,,Lib Left,,,47%,55%,Soft Leave,
338,Theresa Villiers,,Conservative,Chipping Barnet,,,Sunak,Sunak,Johnson,2005,Yes,Leave,,Lib Left,,,2%,41%,Remain,
343,Matt Warman,,Conservative,Boston and Skegness,,,Sunak,Sunak,Johnson,2015,Yes,Remain,,Lib Right,,,61%,76%,Heavy Leave,
351,James Wild,,Conservative,North West Norfolk,,,Sunak,Sunak,-,2019,No,?,,Lib Right,,,43%,66%,Heavy Leave,
357,Jacob Young,,Conservative,Redcar,,,Sunak,Sunak,-,2019,No,?,,Auth Right,Yes,,9%,68%,Heavy Leave,
15,Richard Bacon,,Conservative,South Norfolk,,,Sunak,Sunak,Gove,2001,No,Leave,,Auth Left,,,34%,51%,Soft Leave,
193,Marcus Jones,,Conservative,Nuneaton,,,Sunak,Sunak,-,2010,Yes,Remain,,Auth Left,,,29%,65%,Heavy Leave,
4,Nickie Aiken,,Conservative,Cities of London and Westminster,,,Sunak,Tugendhat,-,2019,No,?,,Lib Right,,Yes,9%,28%,Remain,
170,Paul Holmes,,Conservative,Eastleigh,,,Sunak,Tugendhat,-,2019,No,?,,Lib Right,,Yes,26%,54%,Soft Leave,
214,Mark Logan,,Conservative,Bolton North East,,,Sunak,Tugendhat,-,2019,No,?,,Auth Right,Yes,,1%,58%,Mid Leave,
267,Mark Pawsey,,Conservative,Rugby,,,Sunak,Tugendhat,Hunt,2010,No,Remain,,Auth Left,,,26%,59%,Mid Leave,
6,Lucy Allan,,Conservative,Telford,,,Truss,Badenoch,Javid,2015,No,Leave,,Lib Left,,,26%,66%,Heavy Leave,
7,Lee Anderson,,Conservative,Ashfield,,,Truss,Badenoch,-,2019,No,Leave,Yes,Auth Right,Yes,,12%,71%,Heavy Leave,
14,Gareth Bacon,,Conservative,Orpington,,,Truss,Badenoch,Johnson,2019,No,?,,Auth Right,,,46%,58%,Mid Leave,
48,Alex Burghart,,Conservative,Brentwood and Ongar,,,Truss,Badenoch,Malthouse,2017,Yes,?,,Auth Right,,,55%,61%,Mid Leave,
87,Sarah Dines,,Conservative,Derbyshire Dales,,,Truss,Badenoch,-,2019,Yes,Leave,Yes,Lib Right,,,35%,51%,Soft Leave,
117,Nicholas Fletcher,,Conservative,Don Valley,,,Truss,Badenoch,-,2019,No,?,,Auth Right,Yes,,8%,69%,Heavy Leave,
178,Tom Hunt,,Conservative,Ipswich,,,Truss,Badenoch,-,2019,No,?,Yes,Auth Left,Yes,,11%,57%,Mid Leave,
209,Andrew Lewer,,Conservative,Northampton South,,,Truss,Badenoch,McVey,2017,No,Leave,Yes,Auth Left,,,12%,59%,Mid Leave,
216,Julia Lopez,,Conservative,Hornchurch and Upminster,,,Truss,Badenoch,-,2017,Yes,Leave,,Auth Right,,,43%,70%,Heavy Leave,
220,Craig Mackinlay,,Conservative,South Thanet,,,Truss,Badenoch,Johnson,2015,No,Leave,Yes,Auth Left,,,22%,62%,Mid Leave,
242,Nigel Mills,,Conservative,Amber Valley,,,Truss,Badenoch,Johnson,2010,No,Leave,Yes,Lib Right,,,37%,65%,Heavy Leave,
289,Lee Rowley,,Conservative,North East Derbyshire,,,Truss,Badenoch,Johnson,2017,Yes,?,,Auth Left,Yes,,26%,62%,Heavy Leave,
350,Bill Wiggin,,Conservative,North Herefordshire,,,Truss,Badenoch,Johnson,2001,No,Leave,Yes,Auth Left,,Yes,49%,58%,Mid Leave,
157,John Hayes,,Conservative,South Holland and The Deepings,,,Truss,Braverman,Gove,1997,No,Leave,,Auth Left,,,63%,71%,Heavy Leave,
20,Steve Baker,,Conservative,Wycombe,,,Truss,Braverman,Johnson,2010,No,Leave,Yes,Auth Left,,,8%,49%,Remain,
191,David Jones,,Conservative,Clwyd West,,,Truss,Braverman,Johnson,2005,No,Leave,Yes,Auth Left,,,17%,53%,Soft Leave,
200,Danny Kruger,,Conservative,Devizes,,,Truss,Braverman,-,2019,No,?,Yes,Auth Right,,Yes,47%,54%,Soft Leave,
211,Julian Lewis,,Conservative,New Forest East,,,Truss,Braverman,Johnson,1997,No,Leave,,Auth Left,,,50%,60%,Mid Leave,
231,Jason McCartney,,Conservative,Colne Valley,,,Truss,Braverman,-,2019,No,Leave,,Lib Left,Yes,,8%,50%,Soft Leave,
239,Robin Millar,,Conservative,Aberconwy,,,Truss,Braverman,-,2019,No,Leave,Yes,Auth Right,,,6%,52%,Soft Leave,
303,Greg Smith,,Conservative,Buckingham,,,Truss,Braverman,-,2019,No,Leave,Yes,Auth Right,,Yes,32%,49%,Remain,
38,Suella Braverman,,Conservative,Fareham,,,Truss,Braverman,Raab,2015,Yes,Leave,Yes,Auth Left,,,46%,56%,Soft Leave,
158,Oliver Heald,,Conservative,North East Hertfordshire,,,Truss,Hunt,Hunt,1992,No,Remain,,Auth Right,,,33%,51%,Soft Leave,
195,Daniel Kawczynski,,Conservative,Shrewsbury and Atcham,,,Truss,Hunt,Johnson,2005,No,Leave,,Lib Right,,,19%,53%,Soft Leave,
205,Pauline Latham,,Conservative,Mid Derbyshire,,,Truss,Javid,McVey,2010,No,Leave,Yes,Lib Left,,,31%,53%,Soft Leave,
222,Rachel Maclean,,Conservative,Redditch,,,Truss,Javid,Gove,2017,Yes,?,,Lib Right,,,36%,61%,Mid Leave,
11,Edward Argar,,Conservative,Charnwood,,,Truss,Javid,Javid,2015,Yes,Remain,,Auth Right,,,40%,58%,Mid Leave,
29,Saqib Bhatti,,Conservative,Meriden,,,Truss,Javid,-,2019,No,Leave,,Auth Right,,,42%,59%,Mid Leave,
76,Virginia Crosbie,,Conservative,Ynys Môn,,,Truss,Javid,-,2019,No,?,,Auth Right,Yes,,5%,51%,Soft Leave,
180,Sajid Javid,,Conservative,Bromsgrove,,,Truss,Javid,Javid,2010,Yes,Remain,Yes,Lib Right,,,43%,55%,Soft Leave,
271,Chris Philp,,Conservative,Croydon South,,,Truss,Javid,Javid,2015,Yes,Remain,,Lib Right,,,21%,46%,Remain,
286,Mary Robinson,,Conservative,Cheadle,,,Truss,Javid,Javid,2015,No,Remain,,Auth Left,,Yes,4%,43%,Remain,
318,Graham Stuart,,Conservative,Beverley and Holderness,,,Truss,Shapps,Johnson,2005,Yes,Remain,,Lib Right,,,38%,59%,Mid Leave,
333,Liz Truss,,Conservative,South West Norfolk,,,Truss,Truss,Johnson,2010,Yes,Remain,,Lib Left,,,51%,67%,Heavy Leave,
8,Stuart Anderson,,Conservative,Wolverhampton South West,,,Truss,Truss,-,2019,No,?,,Auth Left,Yes,,4%,54%,Soft Leave,
30,Bob Blackman,,Conservative,Harrow East,,,Truss,Truss,-,2010,No,Leave,,Auth Left,,,17%,48%,Remain,
46,Felicity Buchan,,Conservative,Kensington,,,Truss,Truss,-,2019,No,?,,Lib Right,Yes,,0%,31%,Remain,
49,Conor Burns,,Independent,Bournemouth West,,,Truss,Truss,Johnson,2010,Yes,Leave,,Lib Left,,,22%,58%,Mid Leave,
50,Rob Butler,,Conservative,Aylesbury,,,Truss,Truss,-,2019,No,?,,Auth Right,,,29%,52%,Soft Leave,
